"CubeId";"BSTA@SNB.MONA_US.BIL.PAS.VKE.KOV"
"PublishingDate";"2025-10-21 09:49"

"Date";"KONSOLIDIERUNGSSTUFE";"INLANDAUSLAND";"WAEHRUNG";"SEKTORESVG";"FAELLIGKEIT";"UEBERTRAGBARKEIT";"BANKENGRUPPE";"Value"
"2020-01";"U";"I";"T";"FUN";"KUE";"UEB";"A40";"921177.08917"
"2020-01";"U";"I";"T";"FUN";"KUE";"NUE";"A40";"14986053.72795024"
"2020-01";"U";"I";"T";"FUN";"RLZ";"T";"A40";"80644708.00350294"
"2020-01";"U";"I";"T";"FVW";"T";"T";"A40";"112765271.671991"
"2020-01";"U";"I";"T";"FVW";"ASI";"T";"A40";"45449838.82836512"
"2020-01";"U";"I";"T";"FVW";"KUE";"T";"A40";"6173035.70253696"
"2020-01";"U";"I";"T";"FVW";"KUE";"UEB";"A40";"316005.32598"
"2020-01";"U";"I";"T";"FVW";"KUE";"NUE";"A40";"5857030.37655696"
"2020-01";"U";"I";"T";"FVW";"RLZ";"T";"A40";"61142397.14108891"
"2020-01";"U";"I";"CHF";"T";"T";"T";"A40";"938573687.3218408"
"2020-01";"U";"I";"CHF";"T";"ASI";"T";"A40";"449118251.635099"
"2020-01";"U";"I";"CHF";"T";"KUE";"T";"A40";"438389635.98953"
"2020-01";"U";"I";"CHF";"T";"KUE";"UEB";"A40";"108140376.6658"
"2020-01";"U";"I";"CHF";"T";"KUE";"NUE";"A40";"330249259.32373"
"2020-01";"U";"I";"CHF";"T";"RLZ";"T";"A40";"51065799.697212"
"2020-01";"U";"I";"CHF";"NFU";"T";"T";"A40";"174269296.356169"
"2020-01";"U";"I";"CHF";"NFU";"ASI";"T";"A40";"138383718.7665417"
"2020-01";"U";"I";"CHF";"NFU";"KUE";"T";"A40";"25537690.69958095"
"2020-01";"U";"I";"CHF";"NFU";"KUE";"UEB";"A40";"2849745.46071"
"2020-01";"U";"I";"CHF";"NFU";"KUE";"NUE";"A40";"22687945.23887095"
"2020-01";"U";"I";"CHF";"NFU";"RLZ";"T";"A40";"10347886.89004637"
"2020-01";"U";"I";"CHF";"FUN";"T";"T";"A40";"118512522.19673"
"2020-01";"U";"I";"CHF";"FUN";"ASI";"T";"A40";"79260872.30930558"
"2020-01";"U";"I";"CHF";"FUN";"KUE";"T";"A40";"13824069.46904409"
"2020-01";"U";"I";"CHF";"FUN";"KUE";"UEB";"A40";"859881.5789"
"2020-01";"U";"I";"CHF";"FUN";"KUE";"NUE";"A40";"12964187.89014409"
"2020-01";"U";"I";"CHF";"FUN";"RLZ";"T";"A40";"25427580.41838033"
"2020-01";"U";"I";"CHF";"FVW";"T";"T";"A40";"39808574.233401"
"2020-01";"U";"I";"CHF";"FVW";"ASI";"T";"A40";"29019451.79577229"
"2020-01";"U";"I";"CHF";"FVW";"KUE";"T";"A40";"4280110.44219907"
"2020-01";"U";"I";"CHF";"FVW";"KUE";"UEB";"A40";"263934.23846"
"2020-01";"U";"I";"CHF";"FVW";"KUE";"NUE";"A40";"4016176.20373907"
"2020-01";"U";"I";"CHF";"FVW";"RLZ";"T";"A40";"6509011.99542964"
"2020-02";"U";"I";"T";"T";"T";"T";"A40";"1122459822.114229"
"2020-02";"U";"I";"T";"T";"ASI";"T";"A40";"551465437.2210759"
"2020-02";"U";"I";"T";"T";"KUE";"T";"A40";"449443066.618541"
"2020-02";"U";"I";"T";"T";"KUE";"UEB";"A40";"113379294.40502"
"2020-02";"U";"I";"T";"T";"KUE";"NUE";"A40";"336063772.213521"
"2020-02";"U";"I";"T";"T";"RLZ";"T";"A40";"121551318.274612"
"2020-02";"U";"I";"T";"NFU";"T";"T";"A40";"214257527.040508"
"2020-02";"U";"I";"T";"NFU";"ASI";"T";"A40";"171219946.62315363"
"2020-02";"U";"I";"T";"NFU";"KUE";"T";"A40";"26234296.52221999"
"2020-02";"U";"I";"T";"NFU";"KUE";"UEB";"A40";"2953063.93127"
"2020-02";"U";"I";"T";"NFU";"KUE";"NUE";"A40";"23281232.59094999"
"2020-02";"U";"I";"T";"NFU";"RLZ";"T";"A40";"16803283.89513437"
"2020-02";"U";"I";"T";"FUN";"T";"T";"A40";"199706147.138833"
"2020-02";"U";"I";"T";"FUN";"ASI";"T";"A40";"104883629.66541106"
"2020-02";"U";"I";"T";"FUN";"KUE";"T";"A40";"15069058.18668074"
"2020-02";"U";"I";"T";"FUN";"KUE";"UEB";"A40";"902686.18627"
"2020-02";"U";"I";"T";"FUN";"KUE";"NUE";"A40";"14166372.00041074"
"2020-02";"U";"I";"T";"FUN";"RLZ";"T";"A40";"79753459.2867412"
"2020-02";"U";"I";"T";"FVW";"T";"T";"A40";"111794701.049408"
"2020-02";"U";"I";"T";"FVW";"ASI";"T";"A40";"45957997.34135041"
"2020-02";"U";"I";"T";"FVW";"KUE";"T";"A40";"5711585.88954004"
"2020-02";"U";"I";"T";"FVW";"KUE";"UEB";"A40";"312867.81657"
"2020-02";"U";"I";"T";"FVW";"KUE";"NUE";"A40";"5398718.07297004"
"2020-02";"U";"I";"T";"FVW";"RLZ";"T";"A40";"60125117.81851754"
"2020-02";"U";"I";"CHF";"T";"T";"T";"A40";"942142236.037571"
"2020-02";"U";"I";"CHF";"T";"ASI";"T";"A40";"451893993.9289739"
"2020-02";"U";"I";"CHF";"T";"KUE";"T";"A40";"437385398.158738"
"2020-02";"U";"I";"CHF";"T";"KUE";"UEB";"A40";"109738030.40727"
"2020-02";"U";"I";"CHF";"T";"KUE";"NUE";"A40";"327647367.751468"
"2020-02";"U";"I";"CHF";"T";"RLZ";"T";"A40";"52862843.949859"
"2020-02";"U";"I";"CHF";"NFU";"T";"T";"A40";"173414363.572131"
"2020-02";"U";"I";"CHF";"NFU";"ASI";"T";"A40";"137751873.89157164"
"2020-02";"U";"I";"CHF";"NFU";"KUE";"T";"A40";"24425930.57542067"
"2020-02";"U";"I";"CHF";"NFU";"KUE";"UEB";"A40";"2875551.62825"
"2020-02";"U";"I";"CHF";"NFU";"KUE";"NUE";"A40";"21550378.94717067"
"2020-02";"U";"I";"CHF";"NFU";"RLZ";"T";"A40";"11236559.10513869"
"2020-02";"U";"I";"CHF";"FUN";"T";"T";"A40";"115822423.538376"
"2020-02";"U";"I";"CHF";"FUN";"ASI";"T";"A40";"77058837.5062905"
"2020-02";"U";"I";"CHF";"FUN";"KUE";"T";"A40";"12972807.45009222"
"2020-02";"U";"I";"CHF";"FUN";"KUE";"UEB";"A40";"842474.35634"
"2020-02";"U";"I";"CHF";"FUN";"KUE";"NUE";"A40";"12130333.09375222"
"2020-02";"U";"I";"CHF";"FUN";"RLZ";"T";"A40";"25790778.58199328"
"2020-02";"U";"I";"CHF";"FVW";"T";"T";"A40";"39158985.579193"
"2020-02";"U";"I";"CHF";"FVW";"ASI";"T";"A40";"28574989.95186881"
"2020-02";"U";"I";"CHF";"FVW";"KUE";"T";"A40";"3790619.67621431"
"2020-02";"U";"I";"CHF";"FVW";"KUE";"UEB";"A40";"264710.96083"
"2020-02";"U";"I";"CHF";"FVW";"KUE";"NUE";"A40";"3525908.71538431"
"2020-02";"U";"I";"CHF";"FVW";"RLZ";"T";"A40";"6793375.95110988"
"2020-03";"U";"I";"T";"T";"T";"T";"A40";"1138769736.247711"
"2020-03";"U";"I";"T";"T";"ASI";"T";"A40";"577276641.529264"
"2020-03";"U";"I";"T";"T";"KUE";"T";"A40";"439240910.875975"
"2020-03";"U";"I";"T";"T";"KUE";"UEB";"A40";"107280457.28479"
"2020-03";"U";"I";"T";"T";"KUE";"NUE";"A40";"331960453.591185"
"2020-03";"U";"I";"T";"T";"RLZ";"T";"A40";"122252183.842472"
"2020-03";"U";"I";"T";"NFU";"T";"T";"A40";"224099270.291066"
"2020-03";"U";"I";"T";"NFU";"ASI";"T";"A40";"182481643.064869"
"2020-03";"U";"I";"T";"NFU";"KUE";"T";"A40";"25578005.127817"
"2020-03";"U";"I";"T";"NFU";"KUE";"UEB";"A40";"2715828.37964"
"2020-03";"U";"I";"T";"NFU";"KUE";"NUE";"A40";"22862176.748177"
"2020-03";"U";"I";"T";"NFU";"RLZ";"T";"A40";"16039622.09838"
"2020-03";"U";"I";"T";"FUN";"T";"T";"A40";"199552712.080886"
"2020-03";"U";"I";"T";"FUN";"ASI";"T";"A40";"106244129.753258"
"2020-03";"U";"I";"T";"FUN";"KUE";"T";"A40";"13645042.609144"
"2020-03";"U";"I";"T";"FUN";"KUE";"UEB";"A40";"770408.70497"
"2020-03";"U";"I";"T";"FUN";"KUE";"NUE";"A40";"12874633.904174"
"2020-03";"U";"I";"T";"FUN";"RLZ";"T";"A40";"79663539.718484"
"2020-03";"U";"I";"T";"FVW";"T";"T";"A40";"113602148.207353"
"2020-03";"U";"I";"T";"FVW";"ASI";"T";"A40";"49162895.279282"
"2020-03";"U";"I";"T";"FVW";"KUE";"T";"A40";"5018799.426377"
"2020-03";"U";"I";"T";"FVW";"KUE";"UEB";"A40";"162675.1061"
"2020-03";"U";"I";"T";"FVW";"KUE";"NUE";"A40";"4856124.320277"
"2020-03";"U";"I";"T";"FVW";"RLZ";"T";"A40";"59420453.501694"
"2020-03";"U";"I";"CHF";"T";"T";"T";"A40";"953073512.149812"
"2020-03";"U";"I";"CHF";"T";"ASI";"T";"A40";"470191922.897573"
"2020-03";"U";"I";"CHF";"T";"KUE";"T";"A40";"427878273.885682"
"2020-03";"U";"I";"CHF";"T";"KUE";"UEB";"A40";"103932805.85683"
"2020-03";"U";"I";"CHF";"T";"KUE";"NUE";"A40";"323945468.028852"
"2020-03";"U";"I";"CHF";"T";"RLZ";"T";"A40";"55003315.366557"
"2020-03";"U";"I";"CHF";"NFU";"T";"T";"A40";"180490416.914499"
"2020-03";"U";"I";"CHF";"NFU";"ASI";"T";"A40";"145900772.971539"
"2020-03";"U";"I";"CHF";"NFU";"KUE";"T";"A40";"23792112.46068"
"2020-03";"U";"I";"CHF";"NFU";"KUE";"UEB";"A40";"2662507.19822"
"2020-03";"U";"I";"CHF";"NFU";"KUE";"NUE";"A40";"21129605.26246"
"2020-03";"U";"I";"CHF";"NFU";"RLZ";"T";"A40";"10797531.48228"
"2020-03";"U";"I";"CHF";"FUN";"T";"T";"A40";"115800269.420797"
"2020-03";"U";"I";"CHF";"FUN";"ASI";"T";"A40";"77638368.498856"
"2020-03";"U";"I";"CHF";"FUN";"KUE";"T";"A40";"11791720.04898"
"2020-03";"U";"I";"CHF";"FUN";"KUE";"UEB";"A40";"727739.68557"
"2020-03";"U";"I";"CHF";"FUN";"KUE";"NUE";"A40";"11063980.36341"
"2020-03";"U";"I";"CHF";"FUN";"RLZ";"T";"A40";"26370180.872961"
"2020-03";"U";"I";"CHF";"FVW";"T";"T";"A40";"40463627.475105"
"2020-03";"U";"I";"CHF";"FVW";"ASI";"T";"A40";"30378651.248724"
"2020-03";"U";"I";"CHF";"FVW";"KUE";"T";"A40";"3318312.88935"
"2020-03";"U";"I";"CHF";"FVW";"KUE";"UEB";"A40";"124894.2836"
"2020-03";"U";"I";"CHF";"FVW";"KUE";"NUE";"A40";"3193418.60575"
"2020-03";"U";"I";"CHF";"FVW";"RLZ";"T";"A40";"6766663.337031"
"2020-04";"U";"I";"T";"T";"T";"T";"A40";"1149953479.233234"
"2020-04";"U";"I";"T";"T";"ASI";"T";"A40";"582119709.957527"
"2020-04";"U";"I";"T";"T";"KUE";"T";"A40";"444441996.829145"
"2020-04";"U";"I";"T";"T";"KUE";"UEB";"A40";"109849512.9181"
"2020-04";"U";"I";"T";"T";"KUE";"NUE";"A40";"334592483.911045"
"2020-04";"U";"I";"T";"T";"RLZ";"T";"A40";"123391772.446562"
"2020-04";"U";"I";"T";"NFU";"T";"T";"A40";"229473648.064524"
"2020-04";"U";"I";"T";"NFU";"ASI";"T";"A40";"185651805.04173"
"2020-04";"U";"I";"T";"NFU";"KUE";"T";"A40";"27071172.420404"
"2020-04";"U";"I";"T";"NFU";"KUE";"UEB";"A40";"2756381.12511"
"2020-04";"U";"I";"T";"NFU";"KUE";"NUE";"A40";"24314791.295294"
"2020-04";"U";"I";"T";"NFU";"RLZ";"T";"A40";"16750670.60239"
"2020-04";"U";"I";"T";"FUN";"T";"T";"A40";"196911425.718153"
"2020-04";"U";"I";"T";"FUN";"ASI";"T";"A40";"103616004.304558"
"2020-04";"U";"I";"T";"FUN";"KUE";"T";"A40";"13269011.124768"
"2020-04";"U";"I";"T";"FUN";"KUE";"UEB";"A40";"802030.19316"
"2020-04";"U";"I";"T";"FUN";"KUE";"NUE";"A40";"12466980.931608"
"2020-04";"U";"I";"T";"FUN";"RLZ";"T";"A40";"80026410.288827"
"2020-04";"U";"I";"T";"FVW";"T";"T";"A40";"113936129.516438"
"2020-04";"U";"I";"T";"FVW";"ASI";"T";"A40";"48221604.988741"
"2020-04";"U";"I";"T";"FVW";"KUE";"T";"A40";"5344942.90026"
"2020-04";"U";"I";"T";"FVW";"KUE";"UEB";"A40";"199264.70546"
"2020-04";"U";"I";"T";"FVW";"KUE";"NUE";"A40";"5145678.1948"
"2020-04";"U";"I";"T";"FVW";"RLZ";"T";"A40";"60369581.627437"
"2020-04";"U";"I";"CHF";"T";"T";"T";"A40";"964588817.48557"
"2020-04";"U";"I";"CHF";"T";"ASI";"T";"A40";"475307283.965161"
"2020-04";"U";"I";"CHF";"T";"KUE";"T";"A40";"433345600.823788"
"2020-04";"U";"I";"CHF";"T";"KUE";"UEB";"A40";"106599232.79583"
"2020-04";"U";"I";"CHF";"T";"KUE";"NUE";"A40";"326746368.027958"
"2020-04";"U";"I";"CHF";"T";"RLZ";"T";"A40";"55935932.696621"
"2020-04";"U";"I";"CHF";"NFU";"T";"T";"A40";"186191621.6634"
"2020-04";"U";"I";"CHF";"NFU";"ASI";"T";"A40";"149595707.39288"
"2020-04";"U";"I";"CHF";"NFU";"KUE";"T";"A40";"25396287.43445"
"2020-04";"U";"I";"CHF";"NFU";"KUE";"UEB";"A40";"2687166.01771"
"2020-04";"U";"I";"CHF";"NFU";"KUE";"NUE";"A40";"22709121.41674"
"2020-04";"U";"I";"CHF";"NFU";"RLZ";"T";"A40";"11199626.83607"
"2020-04";"U";"I";"CHF";"FUN";"T";"T";"A40";"112158546.875473"
"2020-04";"U";"I";"CHF";"FUN";"ASI";"T";"A40";"74579216.404536"
"2020-04";"U";"I";"CHF";"FUN";"KUE";"T";"A40";"11359804.60816"
"2020-04";"U";"I";"CHF";"FUN";"KUE";"UEB";"A40";"775902.7096"
"2020-04";"U";"I";"CHF";"FUN";"KUE";"NUE";"A40";"10583901.89856"
"2020-04";"U";"I";"CHF";"FUN";"RLZ";"T";"A40";"26219525.862777"
"2020-04";"U";"I";"CHF";"FVW";"T";"T";"A40";"39795763.656273"
"2020-04";"U";"I";"CHF";"FVW";"ASI";"T";"A40";"29183376.455796"
"2020-04";"U";"I";"CHF";"FVW";"KUE";"T";"A40";"3588555.86441"
"2020-04";"U";"I";"CHF";"FVW";"KUE";"UEB";"A40";"178893.16209"
"2020-04";"U";"I";"CHF";"FVW";"KUE";"NUE";"A40";"3409662.70232"
"2020-04";"U";"I";"CHF";"FVW";"RLZ";"T";"A40";"7023831.336067"
"2020-05";"U";"I";"T";"T";"T";"T";"A40";"1156290073.017062"
"2020-05";"U";"I";"T";"T";"ASI";"T";"A40";"589106120.682239"
"2020-05";"U";"I";"T";"T";"KUE";"T";"A40";"447589797.548387"
"2020-05";"U";"I";"T";"T";"KUE";"UEB";"A40";"111560614.65834"
"2020-05";"U";"I";"T";"T";"KUE";"NUE";"A40";"336029182.890047"
"2020-05";"U";"I";"T";"T";"RLZ";"T";"A40";"119594154.786436"
"2020-05";"U";"I";"T";"NFU";"T";"T";"A40";"233427879.733356"
"2020-05";"U";"I";"T";"NFU";"ASI";"T";"A40";"188235008.010371"
"2020-05";"U";"I";"T";"NFU";"KUE";"T";"A40";"27760508.780365"
"2020-05";"U";"I";"T";"NFU";"KUE";"UEB";"A40";"2805335.66144"
"2020-05";"U";"I";"T";"NFU";"KUE";"NUE";"A40";"24955173.118925"
"2020-05";"U";"I";"T";"NFU";"RLZ";"T";"A40";"17432362.94262"
"2020-05";"U";"I";"T";"FUN";"T";"T";"A40";"194757879.068975"
"2020-05";"U";"I";"T";"FUN";"ASI";"T";"A40";"104462923.213884"
"2020-05";"U";"I";"T";"FUN";"KUE";"T";"A40";"12811083.399795"
"2020-05";"U";"I";"T";"FUN";"KUE";"UEB";"A40";"723448.14963"
"2020-05";"U";"I";"T";"FUN";"KUE";"NUE";"A40";"12087635.250165"
"2020-05";"U";"I";"T";"FUN";"RLZ";"T";"A40";"77483872.455296"
"2020-05";"U";"I";"T";"FVW";"T";"T";"A40";"114567226.787377"
"2020-05";"U";"I";"T";"FVW";"ASI";"T";"A40";"49613173.786306"
"2020-05";"U";"I";"T";"FVW";"KUE";"T";"A40";"5404996.115725"
"2020-05";"U";"I";"T";"FVW";"KUE";"UEB";"A40";"160553.42635"
"2020-05";"U";"I";"T";"FVW";"KUE";"NUE";"A40";"5244442.689375"
"2020-05";"U";"I";"T";"FVW";"RLZ";"T";"A40";"59549056.885346"
"2020-05";"U";"I";"CHF";"T";"T";"T";"A40";"970006687.835628"
"2020-05";"U";"I";"CHF";"T";"ASI";"T";"A40";"479599158.063389"
"2020-05";"U";"I";"CHF";"T";"KUE";"T";"A40";"436544477.403933"
"2020-05";"U";"I";"CHF";"T";"KUE";"UEB";"A40";"108243456.32441"
"2020-05";"U";"I";"CHF";"T";"KUE";"NUE";"A40";"328301021.079523"
"2020-05";"U";"I";"CHF";"T";"RLZ";"T";"A40";"53863052.368306"
"2020-05";"U";"I";"CHF";"NFU";"T";"T";"A40";"189628890.802829"
"2020-05";"U";"I";"CHF";"NFU";"ASI";"T";"A40";"151701199.387309"
"2020-05";"U";"I";"CHF";"NFU";"KUE";"T";"A40";"25799177.32112"
"2020-05";"U";"I";"CHF";"NFU";"KUE";"UEB";"A40";"2729970.71886"
"2020-05";"U";"I";"CHF";"NFU";"KUE";"NUE";"A40";"23069206.60226"
"2020-05";"U";"I";"CHF";"NFU";"RLZ";"T";"A40";"12128514.0944"
"2020-05";"U";"I";"CHF";"FUN";"T";"T";"A40";"109732739.4775"
"2020-05";"U";"I";"CHF";"FUN";"ASI";"T";"A40";"74904879.873172"
"2020-05";"U";"I";"CHF";"FUN";"KUE";"T";"A40";"11065694.27641"
"2020-05";"U";"I";"CHF";"FUN";"KUE";"UEB";"A40";"697265.83713"
"2020-05";"U";"I";"CHF";"FUN";"KUE";"NUE";"A40";"10368428.43928"
"2020-05";"U";"I";"CHF";"FUN";"RLZ";"T";"A40";"23762165.327918"
"2020-05";"U";"I";"CHF";"FVW";"T";"T";"A40";"40117152.706537"
"2020-05";"U";"I";"CHF";"FVW";"ASI";"T";"A40";"30043519.078989"
"2020-05";"U";"I";"CHF";"FVW";"KUE";"T";"A40";"3800745.17859"
"2020-05";"U";"I";"CHF";"FVW";"KUE";"UEB";"A40";"141649.55499"
"2020-05";"U";"I";"CHF";"FVW";"KUE";"NUE";"A40";"3659095.6236"
"2020-05";"U";"I";"CHF";"FVW";"RLZ";"T";"A40";"6272888.448958"
"2020-06";"U";"I";"T";"T";"T";"T";"A40";"1155150617.000071"
"2020-06";"U";"I";"T";"T";"ASI";"T";"A40";"590605706.190824"
"2020-06";"U";"I";"T";"T";"KUE";"T";"A40";"446467845.365015"
"2020-06";"U";"I";"T";"T";"KUE";"UEB";"A40";"110937643.69586"
"2020-06";"U";"I";"T";"T";"KUE";"NUE";"A40";"335530201.669155"
"2020-06";"U";"I";"T";"T";"RLZ";"T";"A40";"118077065.444232"
"2020-06";"U";"I";"T";"NFU";"T";"T";"A40";"232751243.34672"
"2020-06";"U";"I";"T";"NFU";"ASI";"T";"A40";"187844178.90144"
"2020-06";"U";"I";"T";"NFU";"KUE";"T";"A40";"27412650.05498"
"2020-06";"U";"I";"T";"NFU";"KUE";"UEB";"A40";"2756247.7014"
"2020-06";"U";"I";"T";"NFU";"KUE";"NUE";"A40";"24656402.35358"
"2020-06";"U";"I";"T";"NFU";"RLZ";"T";"A40";"17494414.3903"
"2020-06";"U";"I";"T";"FUN";"T";"T";"A40";"194971880.184776"
"2020-06";"U";"I";"T";"FUN";"ASI";"T";"A40";"104941796.579099"
"2020-06";"U";"I";"T";"FUN";"KUE";"T";"A40";"13018692.392166"
"2020-06";"U";"I";"T";"FUN";"KUE";"UEB";"A40";"708020.07109"
"2020-06";"U";"I";"T";"FUN";"KUE";"NUE";"A40";"12310672.321076"
"2020-06";"U";"I";"T";"FUN";"RLZ";"T";"A40";"77011391.213511"
"2020-06";"U";"I";"T";"FVW";"T";"T";"A40";"111059989.323583"
"2020-06";"U";"I";"T";"FVW";"ASI";"T";"A40";"46600035.333133"
"2020-06";"U";"I";"T";"FVW";"KUE";"T";"A40";"5813680.615189"
"2020-06";"U";"I";"T";"FVW";"KUE";"UEB";"A40";"175360.46309"
"2020-06";"U";"I";"T";"FVW";"KUE";"NUE";"A40";"5638320.152099"
"2020-06";"U";"I";"T";"FVW";"RLZ";"T";"A40";"58646273.375261"
"2020-06";"U";"I";"CHF";"T";"T";"T";"A40";"971082214.217275"
"2020-06";"U";"I";"CHF";"T";"ASI";"T";"A40";"481172997.688017"
"2020-06";"U";"I";"CHF";"T";"KUE";"T";"A40";"435876261.268139"
"2020-06";"U";"I";"CHF";"T";"KUE";"UEB";"A40";"107611352.11664"
"2020-06";"U";"I";"CHF";"T";"KUE";"NUE";"A40";"328264909.151499"
"2020-06";"U";"I";"CHF";"T";"RLZ";"T";"A40";"54032955.261119"
"2020-06";"U";"I";"CHF";"NFU";"T";"T";"A40";"189420693.395156"
"2020-06";"U";"I";"CHF";"NFU";"ASI";"T";"A40";"150998296.321026"
"2020-06";"U";"I";"CHF";"NFU";"KUE";"T";"A40";"25694899.34665"
"2020-06";"U";"I";"CHF";"NFU";"KUE";"UEB";"A40";"2688618.31801"
"2020-06";"U";"I";"CHF";"NFU";"KUE";"NUE";"A40";"23006281.02864001"
"2020-06";"U";"I";"CHF";"NFU";"RLZ";"T";"A40";"12727497.72748"
"2020-06";"U";"I";"CHF";"FUN";"T";"T";"A40";"111937870.109572"
"2020-06";"U";"I";"CHF";"FUN";"ASI";"T";"A40";"76524480.926845"
"2020-06";"U";"I";"CHF";"FUN";"KUE";"T";"A40";"11352703.52355"
"2020-06";"U";"I";"CHF";"FUN";"KUE";"UEB";"A40";"679630.07591"
"2020-06";"U";"I";"CHF";"FUN";"KUE";"NUE";"A40";"10673073.44764"
"2020-06";"U";"I";"CHF";"FUN";"RLZ";"T";"A40";"24060685.659177"
"2020-06";"U";"I";"CHF";"FVW";"T";"T";"A40";"38762886.165179"
"2020-06";"U";"I";"CHF";"FVW";"ASI";"T";"A40";"28344925.004672"
"2020-06";"U";"I";"CHF";"FVW";"KUE";"T";"A40";"4274832.75178"
"2020-06";"U";"I";"CHF";"FVW";"KUE";"UEB";"A40";"156551.72384"
"2020-06";"U";"I";"CHF";"FVW";"KUE";"NUE";"A40";"4118281.02794"
"2020-06";"U";"I";"CHF";"FVW";"RLZ";"T";"A40";"6143128.408727"
"2020-07";"U";"I";"T";"T";"T";"T";"A40";"1167295870.934797"
"2020-07";"U";"I";"T";"T";"ASI";"T";"A40";"597125431.723086"
"2020-07";"U";"I";"T";"T";"KUE";"T";"A40";"448138416.450869"
"2020-07";"U";"I";"T";"T";"KUE";"UEB";"A40";"111737269.41029"
"2020-07";"U";"I";"T";"T";"KUE";"NUE";"A40";"336401147.040579"
"2020-07";"U";"I";"T";"T";"RLZ";"T";"A40";"122032022.76084198"
"2020-07";"U";"I";"T";"NFU";"T";"T";"A40";"237088262.614064"
"2020-07";"U";"I";"T";"NFU";"ASI";"T";"A40";"191602044.926284"
"2020-07";"U";"I";"T";"NFU";"KUE";"T";"A40";"27469311.96321"
"2020-07";"U";"I";"T";"NFU";"KUE";"UEB";"A40";"2779443.13918"
"2020-07";"U";"I";"T";"NFU";"KUE";"NUE";"A40";"24689868.82403"
"2020-07";"U";"I";"T";"NFU";"RLZ";"T";"A40";"18016905.72457"
"2020-07";"U";"I";"T";"FUN";"T";"T";"A40";"198152055.24387"
"2020-07";"U";"I";"T";"FUN";"ASI";"T";"A40";"105105552.786956"
"2020-07";"U";"I";"T";"FUN";"KUE";"T";"A40";"13262788.993852"
"2020-07";"U";"I";"T";"FUN";"KUE";"UEB";"A40";"699898.15816"
"2020-07";"U";"I";"T";"FUN";"KUE";"NUE";"A40";"12562890.835692"
"2020-07";"U";"I";"T";"FUN";"RLZ";"T";"A40";"79783713.463062"
"2020-07";"U";"I";"T";"FVW";"T";"T";"A40";"113436326.27972"
"2020-07";"U";"I";"T";"FVW";"ASI";"T";"A40";"46890439.537183"
"2020-07";"U";"I";"T";"FVW";"KUE";"T";"A40";"5873279.593415"
"2020-07";"U";"I";"T";"FVW";"KUE";"UEB";"A40";"142559.63029"
"2020-07";"U";"I";"T";"FVW";"KUE";"NUE";"A40";"5730719.963125"
"2020-07";"U";"I";"T";"FVW";"RLZ";"T";"A40";"60672607.149122"
"2020-07";"U";"I";"CHF";"T";"T";"T";"A40";"980807429.305301"
"2020-07";"U";"I";"CHF";"T";"ASI";"T";"A40";"486456627.456447"
"2020-07";"U";"I";"CHF";"T";"KUE";"T";"A40";"437754683.315864"
"2020-07";"U";"I";"CHF";"T";"KUE";"UEB";"A40";"108387950.7286"
"2020-07";"U";"I";"CHF";"T";"KUE";"NUE";"A40";"329366732.587264"
"2020-07";"U";"I";"CHF";"T";"RLZ";"T";"A40";"56596118.53299"
"2020-07";"U";"I";"CHF";"NFU";"T";"T";"A40";"193918131.04964"
"2020-07";"U";"I";"CHF";"NFU";"ASI";"T";"A40";"154867549.318582"
"2020-07";"U";"I";"CHF";"NFU";"KUE";"T";"A40";"25955586.500458"
"2020-07";"U";"I";"CHF";"NFU";"KUE";"UEB";"A40";"2708280.93122"
"2020-07";"U";"I";"CHF";"NFU";"KUE";"NUE";"A40";"23247305.569238"
"2020-07";"U";"I";"CHF";"NFU";"RLZ";"T";"A40";"13094995.2306"
"2020-07";"U";"I";"CHF";"FUN";"T";"T";"A40";"113187650.698609"
"2020-07";"U";"I";"CHF";"FUN";"ASI";"T";"A40";"76393920.233811"
"2020-07";"U";"I";"CHF";"FUN";"KUE";"T";"A40";"11564741.69654"
"2020-07";"U";"I";"CHF";"FUN";"KUE";"UEB";"A40";"671454.92739"
"2020-07";"U";"I";"CHF";"FUN";"KUE";"NUE";"A40";"10893286.76915"
"2020-07";"U";"I";"CHF";"FUN";"RLZ";"T";"A40";"25228988.768258"
"2020-07";"U";"I";"CHF";"FVW";"T";"T";"A40";"39726036.311545"
"2020-07";"U";"I";"CHF";"FVW";"ASI";"T";"A40";"28859427.731187"
"2020-07";"U";"I";"CHF";"FVW";"KUE";"T";"A40";"4289307.90713"
"2020-07";"U";"I";"CHF";"FVW";"KUE";"UEB";"A40";"127019.10449"
"2020-07";"U";"I";"CHF";"FVW";"KUE";"NUE";"A40";"4162288.80264"
"2020-07";"U";"I";"CHF";"FVW";"RLZ";"T";"A40";"6577300.673228"
"2020-08";"U";"I";"T";"T";"T";"T";"A40";"1172604926.586715"
"2020-08";"U";"I";"T";"T";"ASI";"T";"A40";"646773783.613669"
"2020-08";"U";"I";"T";"T";"KUE";"T";"A40";"404493951.013897"
"2020-08";"U";"I";"T";"T";"KUE";"UEB";"A40";"67261604.38121"
"2020-08";"U";"I";"T";"T";"KUE";"NUE";"A40";"337232346.632687"
"2020-08";"U";"I";"T";"T";"RLZ";"T";"A40";"121337191.959149"
"2020-08";"U";"I";"T";"NFU";"T";"T";"A40";"239639546.361164"
